image,class_id,species,breed_id
keeshond_13,19,2,13
Persian_117,24,1,8
havanese_142,17,2,11
Siamese_180,33,1,11
scottish_terrier_120,31,2,21
Siamese_79,33,1,11
Sphynx_15,34,1,12
Birman_81,7,1,3
Russian_Blue_199,28,1,10
Bengal_33,6,1,2
basset_hound_120,4,2,3
miniature_pinscher_158,22,2,15
yorkshire_terrier_189,37,2,25
Sphynx_96,34,1,12
chihuahua_26,11,2,6
pomeranian_88,25,2,17
Russian_Blue_211,28,1,10
beagle_76,5,2,4
chihuahua_122,11,2,6
great_pyrenees_69,16,2,10
pomeranian_36,25,2,17
havanese_75,17,2,11
shiba_inu_56,32,2,22
chihuahua_191,11,2,6
german_shorthaired_38,15,2,9
Siamese_60,33,1,11
american_bulldog_56,2,2,1
basset_hound_184,4,2,3
Persian_136,24,1,8
Sphynx_230,34,1,12
Maine_Coon_112,21,1,7
Siamese_225,33,1,11
Persian_233,24,1,8
Siamese_9,33,1,11
saint_bernard_78,29,2,19
newfoundland_151,23,2,16
Ragdoll_68,27,1,9
great_pyrenees_143,16,2,10
basset_hound_113,4,2,3
american_bulldog_158,2,2,1
Maine_Coon_133,21,1,7
wheaten_terrier_81,36,2,24
american_bulldog_90,2,2,1
Birman_16,7,1,3
basset_hound_135,4,2,3
Birman_135,7,1,3
american_bulldog_125,2,2,1
Ragdoll_99,27,1,9
British_Shorthair_186,10,1,5
Abyssinian_106,1,1,1
shiba_inu_60,32,2,22
wheaten_terrier_191,36,2,24
havanese_27,17,2,11
havanese_132,17,2,11
pomeranian_99,25,2,17
miniature_pinscher_118,22,2,15
Bombay_168,8,1,4
pomeranian_11,25,2,17
staffordshire_bull_terrier_50,35,2,23
american_pit_bull_terrier_39,3,2,2
beagle_66,5,2,4
miniature_pinscher_167,22,2,15
pug_70,26,2,18
staffordshire_bull_terrier_117,35,2,23
great_pyrenees_199,16,2,10
basset_hound_158,4,2,3
newfoundland_96,23,2,16
scottish_terrier_9,31,2,21
american_bulldog_129,2,2,1
boxer_8,9,2,5
saint_bernard_77,29,2,19
Maine_Coon_55,21,1,7
beagle_169,5,2,4
Birman_110,7,1,3
miniature_pinscher_106,22,2,15
pug_46,26,2,18
Siamese_179,33,1,11
scottish_terrier_62,31,2,21
scottish_terrier_183,31,2,21
saint_bernard_191,29,2,19
Bombay_52,8,1,4
leonberger_13,20,2,14
german_shorthaired_7,15,2,9
beagle_130,5,2,4
shiba_inu_172,32,2,22
miniature_pinscher_184,22,2,15
yorkshire_terrier_185,37,2,25
leonberger_25,20,2,14
pomeranian_183,25,2,17
leonberger_73,20,2,14
basset_hound_108,4,2,3
great_pyrenees_9,16,2,10
shiba_inu_121,32,2,22
samoyed_44,30,2,20
samoyed_159,30,2,20
newfoundland_197,23,2,16
boxer_84,9,2,5
german_shorthaired_86,15,2,9
miniature_pinscher_71,22,2,15
english_setter_23,14,2,8
japanese_chin_90,18,2,12
samoyed_183,30,2,20
havanese_175,17,2,11
Bombay_71,8,1,4
staffordshire_bull_terrier_43,35,2,23
scottish_terrier_19,31,2,21
american_pit_bull_terrier_112,3,2,2
english_setter_193,14,2,8
american_pit_bull_terrier_37,3,2,2
american_bulldog_41,2,2,1
Ragdoll_186,27,1,9
Bombay_94,8,1,4
Siamese_156,33,1,11
keeshond_65,19,2,13
keeshond_84,19,2,13
Persian_150,24,1,8
beagle_45,5,2,4
Egyptian_Mau_33,12,1,6
great_pyrenees_158,16,2,10
Birman_139,7,1,3
pomeranian_22,25,2,17
saint_bernard_157,29,2,19
leonberger_53,20,2,14
Maine_Coon_66,21,1,7
pomeranian_197,25,2,17
pug_127,26,2,18
leonberger_34,20,2,14
english_setter_4,14,2,8
japanese_chin_184,18,2,12
Ragdoll_90,27,1,9
american_bulldog_94,2,2,1
Bengal_149,6,1,2
german_shorthaired_23,15,2,9
Abyssinian_148,1,1,1
Abyssinian_126,1,1,1
leonberger_55,20,2,14
staffordshire_bull_terrier_120,35,2,23
leonberger_157,20,2,14
Bengal_136,6,1,2
Siamese_35,33,1,11
Russian_Blue_148,28,1,10
chihuahua_76,11,2,6
Maine_Coon_214,21,1,7
miniature_pinscher_99,22,2,15
great_pyrenees_132,16,2,10
Russian_Blue_186,28,1,10
Abyssinian_83,1,1,1
Ragdoll_164,27,1,9
yorkshire_terrier_129,37,2,25
saint_bernard_56,29,2,19
english_cocker_spaniel_170,13,2,7
yorkshire_terrier_26,37,2,25
english_setter_33,14,2,8
samoyed_116,30,2,20
leonberger_166,20,2,14
boxer_64,9,2,5
wheaten_terrier_14,36,2,24
staffordshire_bull_terrier_162,35,2,23
saint_bernard_169,29,2,19
japanese_chin_42,18,2,12
Egyptian_Mau_98,12,1,6
leonberger_111,20,2,14
Maine_Coon_23,21,1,7
japanese_chin_22,18,2,12
keeshond_199,19,2,13
japanese_chin_54,18,2,12
Russian_Blue_176,28,1,10
Bombay_139,8,1,4
yorkshire_terrier_190,37,2,25
keeshond_63,19,2,13
Russian_Blue_88,28,1,10
great_pyrenees_20,16,2,10
saint_bernard_184,29,2,19
english_setter_54,14,2,8
great_pyrenees_187,16,2,10
Maine_Coon_124,21,1,7
english_setter_52,14,2,8
basset_hound_27,4,2,3
basset_hound_193,4,2,3
saint_bernard_179,29,2,19
wheaten_terrier_120,36,2,24
american_bulldog_104,2,2,1
beagle_16,5,2,4
pomeranian_147,25,2,17
saint_bernard_160,29,2,19
boxer_40,9,2,5
Egyptian_Mau_121,12,1,6
basset_hound_172,4,2,3
leonberger_3,20,2,14
english_setter_139,14,2,8
Bombay_198,8,1,4
Ragdoll_258,27,1,9
Ragdoll_114,27,1,9
Bengal_159,6,1,2
japanese_chin_195,18,2,12
Siamese_178,33,1,11
pug_156,26,2,18
american_bulldog_16,2,2,1
Bengal_29,6,1,2
japanese_chin_198,18,2,12
boxer_69,9,2,5
chihuahua_87,11,2,6
keeshond_170,19,2,13
keeshond_6,19,2,13
samoyed_53,30,2,20
scottish_terrier_172,31,2,21
wheaten_terrier_176,36,2,24
Abyssinian_127,1,1,1
scottish_terrier_45,31,2,21
Russian_Blue_76,28,1,10
Maine_Coon_134,21,1,7
german_shorthaired_107,15,2,9
english_setter_173,14,2,8
american_pit_bull_terrier_151,3,2,2
english_cocker_spaniel_90,13,2,7
staffordshire_bull_terrier_133,35,2,23
boxer_57,9,2,5
Birman_96,7,1,3
Bengal_49,6,1,2
pomeranian_29,25,2,17
yorkshire_terrier_116,37,2,25
Siamese_238,33,1,11
newfoundland_121,23,2,16
wheaten_terrier_73,36,2,24
american_pit_bull_terrier_161,3,2,2
wheaten_terrier_12,36,2,24
boxer_50,9,2,5
japanese_chin_40,18,2,12
shiba_inu_166,32,2,22
Birman_59,7,1,3
american_bulldog_28,2,2,1
pug_195,26,2,18
wheaten_terrier_56,36,2,24
keeshond_192,19,2,13
yorkshire_terrier_100,37,2,25
leonberger_155,20,2,14
staffordshire_bull_terrier_177,35,2,23
saint_bernard_101,29,2,19
german_shorthaired_141,15,2,9
american_pit_bull_terrier_42,3,2,2
Persian_133,24,1,8
newfoundland_85,23,2,16
saint_bernard_148,29,2,19
British_Shorthair_248,10,1,5
staffordshire_bull_terrier_149,35,2,23
beagle_49,5,2,4
newfoundland_38,23,2,16
japanese_chin_38,18,2,12
basset_hound_171,4,2,3
Ragdoll_138,27,1,9
samoyed_10,30,2,20
havanese_22,17,2,11
pomeranian_151,25,2,17
shiba_inu_5,32,2,22
Bombay_2,8,1,4
Russian_Blue_99,28,1,10
keeshond_9,19,2,13
american_pit_bull_terrier_107,3,2,2
Persian_201,24,1,8
shiba_inu_208,32,2,22
samoyed_146,30,2,20
pug_100,26,2,18
Bengal_37,6,1,2
Abyssinian_130,1,1,1
german_shorthaired_137,15,2,9
Sphynx_36,34,1,12
yorkshire_terrier_51,37,2,25
yorkshire_terrier_176,37,2,25
american_pit_bull_terrier_68,3,2,2
japanese_chin_39,18,2,12
german_shorthaired_19,15,2,9
Sphynx_59,34,1,12
British_Shorthair_54,10,1,5
Maine_Coon_49,21,1,7
scottish_terrier_61,31,2,21
boxer_166,9,2,5
Abyssinian_31,1,1,1
samoyed_23,30,2,20
pomeranian_34,25,2,17
leonberger_180,20,2,14
wheaten_terrier_98,36,2,24
american_pit_bull_terrier_18,3,2,2
wheaten_terrier_162,36,2,24
pomeranian_182,25,2,17
Persian_76,24,1,8
boxer_94,9,2,5
leonberger_156,20,2,14
havanese_83,17,2,11
pug_181,26,2,18
pug_199,26,2,18
Bombay_67,8,1,4
great_pyrenees_192,16,2,10
Russian_Blue_181,28,1,10
japanese_chin_66,18,2,12
Sphynx_129,34,1,12
keeshond_1,19,2,13
British_Shorthair_153,10,1,5
german_shorthaired_165,15,2,9
japanese_chin_172,18,2,12
chihuahua_47,11,2,6
english_cocker_spaniel_54,13,2,7
chihuahua_71,11,2,6
Maine_Coon_63,21,1,7
Egyptian_Mau_215,12,1,6
japanese_chin_17,18,2,12
Bombay_91,8,1,4
beagle_67,5,2,4
english_setter_154,14,2,8
miniature_pinscher_57,22,2,15
scottish_terrier_158,31,2,21
english_setter_18,14,2,8
Bombay_188,8,1,4
Egyptian_Mau_86,12,1,6
japanese_chin_190,18,2,12
leonberger_149,20,2,14
pomeranian_16,25,2,17
Bombay_24,8,1,4
Maine_Coon_152,21,1,7
english_cocker_spaniel_58,13,2,7
american_pit_bull_terrier_181,3,2,2
german_shorthaired_122,15,2,9
Birman_5,7,1,3
german_shorthaired_49,15,2,9
pomeranian_177,25,2,17
havanese_148,17,2,11
British_Shorthair_180,10,1,5
pomeranian_113,25,2,17
staffordshire_bull_terrier_72,35,2,23
american_bulldog_220,2,2,1
Ragdoll_106,27,1,9
Russian_Blue_47,28,1,10
american_pit_bull_terrier_165,3,2,2
wheaten_terrier_102,36,2,24
basset_hound_130,4,2,3
Bengal_98,6,1,2
Bengal_42,6,1,2
german_shorthaired_190,15,2,9
english_setter_131,14,2,8
samoyed_127,30,2,20
english_cocker_spaniel_82,13,2,7
american_pit_bull_terrier_60,3,2,2
havanese_111,17,2,11
german_shorthaired_149,15,2,9
havanese_163,17,2,11
leonberger_176,20,2,14
american_bulldog_189,2,2,1
saint_bernard_30,29,2,19
pomeranian_46,25,2,17
Siamese_6,33,1,11
Bombay_54,8,1,4
Maine_Coon_266,21,1,7
Bengal_171,6,1,2
Siamese_145,33,1,11
Egyptian_Mau_10,12,1,6
Sphynx_251,34,1,12
beagle_14,5,2,4
american_bulldog_217,2,2,1
miniature_pinscher_9,22,2,15
shiba_inu_36,32,2,22
Bombay_200,8,1,4
japanese_chin_97,18,2,12
american_pit_bull_terrier_128,3,2,2
Ragdoll_150,27,1,9
Bengal_152,6,1,2
newfoundland_66,23,2,16
basset_hound_54,4,2,3
havanese_173,17,2,11
keeshond_5,19,2,13
Birman_111,7,1,3
havanese_67,17,2,11
american_pit_bull_terrier_1,3,2,2
samoyed_32,30,2,20
saint_bernard_104,29,2,19
leonberger_158,20,2,14
samoyed_54,30,2,20
Bombay_82,8,1,4
shiba_inu_92,32,2,22
staffordshire_bull_terrier_129,35,2,23
boxer_172,9,2,5
pomeranian_162,25,2,17
basset_hound_39,4,2,3
staffordshire_bull_terrier_47,35,2,23
shiba_inu_104,32,2,22
pug_52,26,2,18
chihuahua_152,11,2,6
boxer_42,9,2,5
chihuahua_178,11,2,6
samoyed_86,30,2,20
english_setter_167,14,2,8
pug_128,26,2,18
american_bulldog_175,2,2,1
samoyed_120,30,2,20
beagle_163,5,2,4
keeshond_73,19,2,13
yorkshire_terrier_15,37,2,25
pomeranian_140,25,2,17
Bombay_125,8,1,4
Persian_70,24,1,8
scottish_terrier_71,31,2,21
scottish_terrier_94,31,2,21
Abyssinian_197,1,1,1
havanese_158,17,2,11
saint_bernard_127,29,2,19
wheaten_terrier_118,36,2,24
english_setter_132,14,2,8
american_bulldog_44,2,2,1
pomeranian_45,25,2,17
Russian_Blue_159,28,1,10
saint_bernard_47,29,2,19
Ragdoll_87,27,1,9
basset_hound_190,4,2,3
yorkshire_terrier_50,37,2,25
pug_16,26,2,18
great_pyrenees_166,16,2,10
pomeranian_1,25,2,17
pug_71,26,2,18
Maine_Coon_155,21,1,7
keeshond_94,19,2,13
Ragdoll_45,27,1,9
newfoundland_113,23,2,16
samoyed_73,30,2,20
boxer_159,9,2,5
samoyed_5,30,2,20
Abyssinian_220,1,1,1
newfoundland_35,23,2,16
Russian_Blue_12,28,1,10
Birman_109,7,1,3
